Sector_ID,Case_count_2007,Case_count_2008,Case_count_2009,Case_count_2010,Case_count_2011,Case_count_2012,Case_count_2013,Case_count_2014,Case_count_2015,Case_count_2016,Case_count_2017,Case_count_2018,Case_count_2019,Case_count_2020
FL447,2,0,25,0,3,20,3,21,0,0,0,4,12,2
FL448,4,9,0,0,28,4,7,5,0,104,0,0,0,0
FL449,6,4,0,0,2,4,24,11,6,0,0,0,0,4
FL450,2,4,8,0,0,4,4,2,0,5,0,2,3,3
FL451,4,0,0,0,2,6,11,5,5,5,0,0,16,9
FL452,0,0,2,0,0,0,15,0,4,7,0,0,7,2
FL453,1,2,20,0,0,2,15,9,8,13,2,0,6,22
FL454,0,6,0,0,0,2,20,3,5,4,3,0,5,67
FL455,8,2,0,0,0,2,8,3,0,12,2,1,21,42
FL456,0,15,0,0,10,0,16,4,3,8,0,0,3,15
FL457,2,11,0,0,0,0,5,4,3,5,0,0,11,8
FL458,0,0,0,1,0,12,4,3,7,0,0,0,6,8
FL459,4,0,0,5,0,2,17,3,0,5,0,0,2,16
FL460,2,0,0,3,0,0,8,5,21,115,0,0,8,19
FL461,0,0,0,0,0,0,3,0,2,0,0,0,8,8
FL462,0,0,0,0,0,0,5,2,4,5,6,0,6,13
FL463,0,3,0,0,0,1,8,11,1,12,0,6,24,7
FL464,2,0,0,0,0,0,22,11,8,3,0,0,2,3
FL465,2,6,0,8,0,2,7,63,3,43,2,0,0,40
FL466,0,2,0,0,2,0,87,5,3,108,0,2,8,11
FL467,0,0,0,0,0,0,0,0,0,0,0,0,6,3
FL468,0,0,0,0,0,0,0,0,2,102,3,0,20,0
FL469,0,0,0,2,2,2,2,0,0,2,0,2,53,2
FL470,0,0,0,0,0,0,4,0,3,0,0,0,0,18
FL471,0,20,0,0,4,0,19,9,2,2,0,0,4,25
FL472,2,4,0,0,0,0,4,3,0,0,0,0,2,29
FL473,1,0,0,0,0,0,0,1,6,109,0,0,12,4
FL474,2,0,0,0,0,1,3,2,1,1,0,0,0,2
FL475,0,0,0,0,0,0,1,0,4,3,3,0,21,2
FL476,0,0,0,0,0,0,5,5,0,0,0,0,5,3
FL477,4,1,0,0,0,0,16,6,1,4,4,0,6,13
FL478,0,2,0,0,2,0,13,0,16,2,0,0,5,3
FL479,3,1,0,0,0,0,3,4,12,6,0,3,0,0
FL480,4,0,1,1,0,3,5,19,4,193,6,0,3,31
FL481,0,0,0,1,2,0,17,7,0,29,0,1,1,51
FL482,4,2,16,0,2,8,15,8,10,4,6,0,11,23
FL483,0,4,2,0,2,4,4,21,8,10,3,0,17,42
FL484,2,0,0,0,0,0,3,2,0,0,0,0,7,2
FL485,0,0,0,0,0,0,0,3,0,0,2,2,13,3
FL486,0,0,0,0,0,0,4,3,2,2,3,1,5,3
FL487,2,7,0,0,0,2,9,2,4,6,0,4,47,32
FL488,2,4,0,0,0,3,10,5,5,4,0,3,0,10
FL489,2,15,0,0,2,9,2,9,4,3,0,0,9,15
FL490,2,12,0,1,0,7,2,1,22,7,0,0,2,9
FL491,0,0,0,0,0,0,0,0,0,0,0,0,3,2
FL492,0,0,0,0,0,0,1,1,2,6,0,0,0,38
FL493,2,0,0,0,0,4,38,13,5,0,0,0,8,21
FL494,2,8,0,0,4,2,10,5,21,5,0,6,27,4
FL495,2,0,0,0,0,5,1,1,1,0,0,0,2,0
FL496,0,6,2,0,0,15,10,5,20,0,1,4,7,15
FL497,0,0,0,0,0,4,6,0,3,2,5,0,50,4
FL498,0,0,1,0,0,0,5,31,2,2,0,0,12,4
FL499,2,0,0,0,0,32,7,5,5,16,0,1,0,7
FL500,0,0,0,0,0,1,7,6,2,6,3,5,17,55
FL501,0,6,1,3,0,0,35,17,8,8,0,0,2,38
FL502,0,5,32,0,0,8,7,4,7,8,5,0,2,12
FL503,0,0,0,0,0,0,4,16,4,7,0,2,26,3
FL504,0,1,0,0,1,1,7,4,0,10,0,3,16,6
FL505,0,0,0,0,0,0,2,3,5,12,7,0,14,19
FL506,0,0,1,4,0,42,6,4,4,10,3,2,16,15
FL507,0,2,0,0,0,6,39,2,2,4,3,0,12,9
FL508,0,0,0,0,0,0,3,0,1,0,0,2,3,25
FL509,0,0,0,0,0,0,0,0,0,0,0,0,2,12
FL510,0,0,4,0,0,2,5,9,7,213,3,0,0,12
FL511,0,0,0,0,0,0,3,0,2,3,0,0,7,0
FL512,0,2,4,0,1,0,2,4,5,4,0,0,1,6
FL513,0,0,0,0,2,10,4,2,1,0,0,0,0,2
FL514,0,0,0,0,0,2,5,5,5,3,0,0,7,13
FL515,0,0,1,0,3,2,8,6,4,23,0,0,14,22
FL516,2,2,0,0,0,0,6,3,2,7,2,1,11,6
FL517,0,0,0,2,0,6,6,2,10,22,1,0,6,6
FL518,2,0,3,0,0,0,8,2,0,4,2,6,6,23
FL519,0,0,0,0,0,0,14,1,5,0,0,6,2,7
FL520,0,2,3,0,0,3,4,0,2,0,0,0,8,0
FL521,0,0,0,3,0,0,1,0,4,4,2,2,14,8
FL522,0,0,0,3,0,2,5,9,1,12,3,0,15,15
FL523,0,1,0,0,2,4,9,4,4,6,2,0,14,3
FL524,1,1,1,3,0,0,4,2,0,6,2,0,2,14
FL525,7,0,0,3,3,3,4,10,20,4,3,3,5,20
FL526,0,0,0,0,0,0,0,0,0,0,0,2,8,0
FL527,0,0,0,0,2,0,4,5,0,3,0,1,4,2
FL528,0,0,10,0,10,4,14,1,10,0,3,4,34,5
FL529,0,0,0,0,0,0,0,0,0,0,0,0,17,0
FL530,0,0,0,0,2,1,1,3,1,113,3,0,4,8
FL531,0,0,1,0,10,0,7,0,3,1,0,0,7,7
FL532,3,0,2,0,0,2,15,12,4,4,4,1,2,9
FL533,0,0,0,0,0,2,4,1,3,9,3,2,11,2
FL534,0,0,0,1,0,0,10,2,2,0,2,0,2,2
FL535,0,0,0,0,0,0,1,1,3,0,0,0,0,59
FL536,2,0,0,0,1,2,2,2,1,3,3,3,4,2
FL537,0,2,0,0,0,2,2,0,10,111,0,0,154,7
FL538,0,0,0,0,1,1,6,1,3,3,5,0,21,3
FL539,0,0,0,0,0,0,0,0,0,0,0,2,20,7
FL540,0,0,0,0,0,0,1,4,0,10,0,0,6,6
FL541,0,0,0,0,3,2,5,4,0,1,0,0,39,1
FL542,0,0,0,0,0,2,0,0,0,8,0,0,7,14
FL543,0,0,0,0,0,0,0,0,0,0,0,6,13,6
FL544,0,0,0,0,0,0,0,0,0,0,0,3,2,2
FL545,0,0,0,0,0,0,1,0,4,2,0,2,0,5
FL546,0,0,0,0,0,0,3,2,4,0,0,6,8,4
FL547,0,0,0,0,0,0,1,2,4,4,0,3,18,6
FL548,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FL549,0,0,0,0,0,0,1,1,5,0,2,4,4,0
FL550,0,0,5,0,0,4,7,4,0,0,2,0,6,15
FL551,0,0,0,0,0,0,0,0,2,2,0,5,0,0
FL552,0,0,0,0,0,0,0,0,0,1,0,4,0,2
FL553,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FL554,0,0,0,0,0,0,9,0,0,0,0,3,4,10
FL555,0,0,2,0,0,2,9,7,1,5,2,2,0,3
FL556,0,1,0,0,0,0,6,1,0,3,3,0,2,8
FL557,0,0,0,0,0,4,8,6,1,5,0,0,0,15
FL558,0,1,0,0,0,2,10,1,0,0,0,0,6,6
FL559,0,0,0,0,2,0,0,0,0,2,0,0,8,3
FL560,3,0,0,0,0,2,3,1,0,0,0,2,15,3
FL561,0,0,0,0,0,24,21,5,2,5,3,3,9,2
FL562,0,0,0,0,0,0,0,0,3,117,0,2,5,30
FL563,0,0,0,0,3,0,3,3,2,5,0,0,0,8
FL564,2,0,0,0,0,2,6,3,6,5,0,2,0,12
FL565,0,0,0,0,0,0,1,3,1,4,0,0,0,5
FL566,0,0,0,0,0,0,0,0,4,1,0,2,59,0
FL567,0,0,0,0,0,0,0,0,0,0,0,32,64,3
FL568,0,0,0,0,0,0,0,0,0,0,0,3,10,2
FL569,0,4,0,0,0,3,18,2,5,8,0,0,2,4
FL570,0,0,0,0,0,0,1,0,9,7,0,0,2,19
FL571,0,0,0,1,0,11,28,2,0,8,9,0,4,22
FL572,6,0,1,3,0,0,4,1,6,4,0,0,3,46
FL573,0,2,0,0,0,0,4,0,3,2,0,0,0,6
FL574,0,2,0,0,0,0,0,8,2,4,0,0,2,7
FL575,0,0,4,0,5,0,3,0,6,7,2,0,41,2
FL576,3,0,0,0,2,0,4,1,7,10,0,5,24,0
FL577,0,4,0,0,0,28,3,3,0,4,1,0,34,4
FL578,2,0,0,0,0,0,6,3,1,0,0,1,8,52
FL579,0,0,8,0,0,1,0,4,3,1,3,0,2,26
FL580,0,24,0,3,1,0,3,4,12,2,0,1,4,2
FL581,0,0,8,0,0,0,4,11,1,70,0,2,18,2
FL582,0,0,4,0,8,0,0,2,3,32,0,4,38,8
FL583,0,0,0,0,0,1,3,2,2,14,0,2,8,6
FL584,0,1,0,0,0,0,0,0,0,14,3,0,7,2
FL585,0,0,0,0,0,10,5,0,0,110,0,0,0,16
FL586,0,0,15,9,3,0,1,3,0,0,0,0,0,21
FL587,6,0,2,2,0,2,10,1,1,0,2,0,21,28
FL588,6,0,0,0,2,0,2,3,7,1,0,0,2,11
FL589,2,2,0,2,0,2,5,3,7,4,0,0,11,12
FL590,0,0,0,0,0,0,0,0,0,0,0,0,2,4
FL591,0,4,11,0,6,0,6,0,4,10,0,0,15,9
FL592,0,0,4,0,18,0,1,1,3,133,0,0,0,18
FL593,0,0,0,0,0,0,0,0,1,9,0,0,0,11
FL594,0,0,8,0,0,0,2,1,0,0,8,0,5,0
FL595,2,0,0,0,0,3,6,2,0,1,0,0,0,10
FL596,0,2,0,0,0,2,17,1,0,4,2,0,0,10
FL597,0,0,2,0,0,0,13,0,5,7,0,0,3,8
FL598,0,4,0,0,0,0,5,2,9,113,1,0,12,0
FL599,0,0,0,0,3,0,7,0,0,1,2,1,0,37
FL600,2,0,0,0,0,0,5,2,0,2,0,0,2,4
FL601,2,0,1,0,0,2,12,2,5,2,4,0,0,3
FL602,0,0,0,0,0,2,1,3,0,6,0,0,3,2
FL603,0,4,0,0,2,0,6,2,4,2,4,8,0,5
FL604,0,0,0,0,0,6,6,1,1,5,0,8,6,4
FL605,0,4,0,2,0,0,9,5,2,3,2,3,23,8
FL606,0,1,0,0,0,8,2,4,4,4,0,0,15,18
FL607,0,1,0,0,0,2,10,3,4,6,0,0,9,12
FL608,0,0,0,0,0,2,2,1,3,0,0,2,2,14
FL609,0,0,0,0,0,2,3,1,6,17,0,12,13,14
FL610,0,0,0,0,0,0,1,1,0,0,0,5,19,6
FL611,0,5,0,0,0,0,2,0,0,9,0,0,5,2
FL612,0,6,0,0,4,0,7,7,5,8,4,0,0,4
FL613,3,0,0,0,3,5,9,6,8,4,0,0,6,6
FL614,0,2,0,2,8,0,4,1,4,3,0,0,3,3
FL615,0,0,0,0,0,0,0,0,0,0,0,4,2,4
FL616,0,0,0,0,0,0,0,0,0,0,0,0,0,8
FL617,0,18,0,0,0,3,4,10,1,5,0,2,5,4
FL618,2,2,12,0,2,2,13,0,3,2,0,7,4,22
FL619,0,0,0,0,0,0,4,0,4,118,0,0,2,4
FL620,2,0,8,1,1,14,14,0,1,18,4,2,0,15
FL621,0,0,4,0,3,1,7,5,4,6,1,0,7,8
FL622,0,0,0,0,0,2,15,5,5,104,1,2,22,9
FL623,0,0,0,0,0,6,6,2,1,6,0,0,22,6
FL624,0,0,0,0,0,17,11,1,4,5,0,0,33,114
FL625,0,1,1,0,0,0,6,5,4,0,1,0,2,15
FL626,0,0,0,0,0,0,1,4,4,1,2,3,9,20
FL627,4,0,0,2,1,2,5,3,3,7,0,0,3,8
FL628,0,0,0,0,0,0,4,2,0,3,0,14,17,20
FL629,0,2,0,3,0,0,1,1,3,4,0,0,2,9
FL630,8,0,0,2,0,0,2,3,5,6,0,0,0,0
FL631,0,0,0,0,2,0,6,4,1,8,1,0,5,8
FL632,0,2,0,0,2,0,2,0,2,7,0,0,4,0
FL633,2,0,0,0,0,6,6,2,0,0,4,2,10,15
FL634,0,0,0,0,0,0,2,0,0,0,0,33,15,9
FL635,0,1,0,2,0,0,0,2,2,6,2,0,2,8
FL636,0,2,0,2,0,2,7,8,6,2,0,0,2,9
FL637,0,0,0,0,2,0,2,1,0,7,0,0,1,5
FL638,0,0,11,0,0,0,16,11,6,4,3,0,0,17
FL639,6,0,5,0,0,0,18,4,5,9,0,0,20,10
FL640,8,0,23,0,2,0,3,1,3,7,0,0,9,9
FL641,8,0,0,0,0,3,3,7,5,0,2,0,10,8
FL642,0,0,2,0,0,0,2,1,1,4,0,0,20,11
FL643,0,2,9,0,0,0,13,25,4,6,0,2,16,26
FL644,2,0,6,2,2,0,14,5,6,3,0,0,8,7
FL645,2,0,0,0,2,0,2,1,1,0,1,6,2,2
FL646,6,5,12,2,0,2,3,0,7,0,0,3,8,5
FL647,0,0,0,0,2,0,5,1,2,3,0,0,27,19
FL648,0,0,0,0,2,0,1,1,0,5,0,0,5,13
FL649,2,0,1,0,0,1,4,2,4,134,2,2,0,44
FL650,2,0,0,2,0,0,5,4,2,4,2,0,2,6
FL651,0,0,0,0,0,0,0,0,0,0,0,2,2,5
FL652,0,0,0,0,0,0,11,9,4,1,0,0,23,6
FL653,4,0,0,0,2,0,77,13,5,0,0,11,112,9
FL654,10,0,0,3,0,14,7,9,22,9,2,0,7,4
FL655,15,0,0,4,0,0,5,3,1,6,2,0,3,57
FL656,1,0,0,0,0,0,2,2,1,2,2,0,4,4
FL657,0,0,0,0,0,0,4,0,3,6,0,4,31,35
FL658,0,0,4,2,0,1,0,0,0,116,3,0,6,63
FL659,0,0,0,0,0,0,2,2,3,2,0,0,23,12
FL660,0,0,0,2,0,0,13,3,5,0,2,0,7,22
FL661,0,0,0,0,0,0,0,1,1,9,2,0,2,11
FL662,0,0,0,0,0,0,5,2,0,0,0,0,5,0
FL663,0,0,0,0,0,0,2,3,4,8,0,2,21,6
FL664,0,0,0,0,0,0,1,4,2,3,0,0,34,12
FL665,0,0,0,3,0,0,3,2,1,7,0,1,2,17
FL666,0,0,0,0,0,11,5,5,3,4,1,0,0,13
FL667,0,6,7,3,0,6,14,3,0,14,2,2,5,4
FL668,0,0,0,0,0,0,13,1,23,4,0,0,2,20
FL669,0,0,0,0,0,0,1,1,5,5,0,4,16,19
FL670,14,0,21,0,0,0,2,9,17,7,2,0,4,15
FL671,16,2,9,28,2,0,9,7,4,3,0,0,2,6
FL672,2,2,0,0,0,3,15,37,8,32,4,0,0,46
FL673,4,2,0,0,1,0,10,10,10,1,3,5,4,2
FL674,4,0,2,0,0,1,7,2,10,0,23,0,12,3
FL675,3,0,5,0,0,4,2,1,1,6,0,1,8,7
FL676,2,0,6,3,0,2,17,5,8,4,0,2,33,36
FL677,0,2,0,2,0,0,3,2,0,4,2,6,10,79
FL678,0,0,16,0,2,0,2,12,2,4,1,4,5,5
FL679,0,0,1,0,0,0,11,2,11,0,2,0,2,6
FL680,2,0,16,0,0,0,2,0,4,0,0,0,6,7
FL681,4,0,2,0,2,0,8,0,2,4,1,2,2,22
FL682,2,0,2,0,0,0,0,3,2,0,4,0,8,4
FL683,2,4,16,2,0,3,6,2,5,7,0,5,5,33
FL684,12,0,0,0,0,0,3,1,5,10,2,0,2,15
FL685,2,0,0,1,0,0,6,0,1,2,0,0,14,25
FL686,0,2,0,0,0,4,1,4,1,4,3,11,3,24
FL687,0,0,0,0,0,0,0,0,0,0,2,3,0,6
FL688,0,0,0,0,0,3,35,10,1,4,0,6,14,0
FL689,0,1,6,0,0,1,3,0,1,0,0,2,13,12
FL690,0,0,0,0,0,0,11,0,0,2,0,0,2,10
FL691,0,0,0,0,0,0,12,7,0,3,0,0,0,4
FL692,0,2,0,0,0,5,1,0,0,0,0,2,7,15
FL693,2,0,2,0,0,26,5,4,3,9,3,0,6,10
FL694,0,0,6,0,0,0,4,1,3,1,0,0,0,3
FL695,0,0,0,0,0,5,9,7,0,5,0,2,13,10
FL696,2,0,0,0,0,2,10,3,1,0,3,3,5,6
FL697,0,0,8,0,0,0,7,0,1,3,2,96,14,0
FL698,2,0,0,0,0,0,2,0,0,0,2,2,3,6
FL699,2,0,0,0,0,2,1,8,2,119,0,0,16,3
FL700,2,0,0,0,0,0,21,2,1,14,7,0,11,16
FL701,0,0,0,0,0,0,12,2,2,3,3,0,20,2
FL702,2,0,0,0,0,8,4,2,5,0,4,4,48,10
FL703,0,1,0,0,0,0,2,2,5,0,3,2,5,10
FL704,33,4,4,0,0,14,11,3,8,8,5,0,26,11
FL705,0,0,0,0,2,2,10,2,2,3,1,4,7,24
FL706,0,0,0,0,0,0,9,5,1,0,0,4,4,16
FL707,0,2,0,0,0,0,2,1,0,0,4,0,0,43
FL708,4,10,10,0,0,3,3,4,5,3,4,4,6,11
FL709,0,1,6,0,0,0,6,6,8,3,3,6,24,4
FL710,0,0,0,0,0,0,0,1,0,5,1,0,0,14
FL711,0,0,0,0,0,0,7,2,1,0,0,0,0,6
FL712,0,0,0,0,0,1,48,0,0,6,0,2,15,14
FL713,0,0,0,0,0,0,3,2,0,0,0,2,90,3
FL714,0,0,0,0,0,0,2,3,10,2,3,0,0,2
FL715,0,0,0,2,0,2,4,4,9,0,3,0,40,7
FL716,6,0,1,0,2,2,1,6,5,5,4,0,4,10
FL717,0,2,0,0,0,0,5,5,3,3,0,6,11,30
FL718,0,2,0,4,0,0,0,6,6,3,2,0,0,8
FL719,0,0,3,0,0,3,5,7,2,118,1,4,8,23
FL720,0,0,0,0,3,0,9,1,1,5,0,0,9,80
FL721,0,0,0,0,3,0,0,6,6,123,3,4,10,9
FL722,2,0,0,0,0,0,7,2,5,0,2,0,13,9
FL723,0,0,0,0,0,0,3,2,11,4,0,3,0,26
FL724,6,0,0,0,0,0,0,1,0,5,0,0,3,0
FL725,1,0,12,0,0,3,6,0,0,2,2,4,13,0
FL726,2,0,0,0,2,2,6,6,1,1,0,9,103,56
FL727,0,0,0,0,0,0,2,5,0,0,0,0,17,144
FL728,2,2,0,0,0,0,4,4,3,116,3,0,48,8
FL729,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FL730,0,0,0,0,0,0,0,0,1,1,2,1,9,3
FL731,0,1,0,2,8,0,4,2,1,0,1,0,0,44
FL732,0,0,10,0,0,0,4,3,0,0,0,3,5,5
FL733,0,2,0,0,0,0,4,0,1,3,2,0,2,7
FL734,0,0,0,0,0,0,3,3,2,5,0,0,0,0
FL735,0,0,0,0,0,0,2,0,5,1,0,0,4,2
FL736,2,0,0,0,0,0,3,4,0,3,4,0,21,14
FL737,2,0,0,0,0,0,2,3,0,5,0,0,0,7
FL738,0,0,1,1,0,14,7,6,11,10,2,0,4,15
FL739,2,0,0,1,0,0,1,2,0,1,0,4,0,0
FL740,0,0,0,0,0,0,1,10,0,0,0,0,32,3
FL741,0,0,8,2,1,1,3,9,6,6,1,2,21,0
FL742,0,1,11,0,0,0,0,18,0,0,0,10,26,2
FL743,0,0,0,0,0,0,2,0,2,3,0,2,0,40
FL744,0,0,0,0,0,0,7,2,2,3,0,3,2,2
FL745,0,0,0,0,0,0,1,1,0,0,0,3,5,5
FL746,0,0,0,0,0,0,0,0,0,0,0,2,14,2
FL747,0,0,0,0,0,0,0,0,0,0,0,1,19,0
FL748,0,0,0,0,2,0,11,6,1,17,0,0,2,26
FL749,0,0,2,0,5,0,10,71,2,6,8,0,8,3
FL750,0,0,1,0,0,4,1,2,3,0,0,1,6,6
FL751,0,0,0,0,0,0,0,0,0,0,0,0,0,10
FL752,0,0,0,0,0,0,4,0,0,2,0,2,6,0
FL753,0,0,0,0,0,0,0,0,0,0,0,2,60,12
FL754,0,0,0,0,0,0,1,1,0,2,0,0,14,5
FL755,0,0,0,0,0,0,3,0,1,5,7,0,2,21
FL756,0,0,0,0,0,0,5,0,0,0,0,0,0,7
FL757,0,0,0,0,0,0,0,0,0,1,0,1,0,5
FL758,0,0,0,0,0,0,1,4,0,2,0,0,5,2
FL759,0,0,0,0,0,0,3,4,4,0,2,9,12,4
FL760,0,0,0,0,0,3,3,11,0,5,0,0,0,24
FL761,0,0,8,0,0,2,6,6,1,2,0,0,1,18
FL762,0,1,0,0,0,4,9,3,1,1,3,0,0,4
FL763,0,0,0,3,5,0,6,6,0,6,0,0,10,11
FL764,0,2,0,2,0,0,8,5,6,0,6,0,0,2
FL765,2,4,0,0,3,0,3,1,0,0,0,9,38,0
FL766,2,0,0,0,0,0,3,69,2,4,0,3,4,2
FL767,0,0,0,0,0,0,0,6,0,2,5,4,6,11
FL768,2,0,8,0,0,0,6,8,1,6,0,0,6,4
FL769,0,0,0,3,0,0,5,2,4,0,0,0,13,24
FL770,0,0,0,0,0,0,0,0,2,7,0,0,13,5
FL771,0,0,0,0,0,0,0,2,0,6,0,0,5,0
FL772,0,0,0,0,0,0,1,4,0,0,0,0,20,0
FL773,0,0,0,0,2,0,3,3,0,1,0,1,6,3
FL774,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FL775,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FL776,2,0,0,2,0,0,0,10,8,2,0,2,0,0
FL777,0,0,0,3,3,3,6,14,5,4,0,0,4,4
FL778,0,0,0,0,0,0,0,0,0,0,4,0,3,0
FL779,0,0,0,0,0,0,0,1,0,0,0,0,19,9
FL780,0,0,0,0,0,0,0,0,0,0,0,0,19,0
FL781,0,0,0,0,0,0,0,0,0,0,4,2,42,0
FL782,0,0,0,0,0,0,0,4,0,0,3,0,3,3
FL783,0,0,2,0,2,2,9,6,1,98,3,0,4,19
FL784,0,0,0,0,0,0,7,2,2,0,0,0,0,2
FL785,0,0,0,0,0,0,0,0,0,0,0,2,5,2
FL786,0,0,0,0,0,0,1,0,0,2,0,0,2,2
FL787,0,0,0,0,0,0,0,0,0,2,0,1,3,3
FL788,0,0,0,0,0,0,0,0,0,0,0,0,2,4
FL789,0,0,0,0,0,0,0,0,0,0,0,3,0,6
FL790,0,0,0,0,0,0,0,0,0,0,0,0,12,3
FL791,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FL792,0,0,0,0,0,0,0,0,0,0,0,1,2,13
FL793,0,0,0,0,0,0,0,0,0,0,0,0,3,13
FL794,0,0,0,0,0,0,0,0,0,0,0,0,5,0
FL795,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FL796,0,0,0,0,0,0,0,0,0,0,0,0,6,0
FL797,0,0,0,0,0,0,0,0,0,0,0,2,2,6
FL798,0,2,0,0,0,0,1,5,2,3,2,0,0,4
FL799,0,0,3,0,0,0,4,68,3,3,0,0,0,6
FL800,2,0,0,0,0,2,48,3,1,17,2,0,0,8
FL801,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FL802,0,0,0,0,0,0,0,0,0,0,0,2,61,3
FL803,2,0,2,0,0,0,2,5,8,0,2,0,16,8
FL804,0,0,22,0,0,0,6,17,3,2,0,0,8,3
FL805,0,0,0,0,0,0,0,0,1,2,0,0,4,3
FL806,0,2,0,2,0,0,8,4,5,2,2,0,0,6
FL807,0,1,0,0,0,0,6,2,3,126,2,0,46,7
FL808,0,0,0,0,0,0,11,2,2,3,0,0,63,0
FL809,3,0,0,0,0,0,19,4,0,0,2,0,5,2
FL810,0,0,0,0,0,0,18,0,4,3,3,0,27,5
FL811,0,0,0,0,0,0,4,4,7,129,3,0,10,6
FL812,2,0,0,0,0,0,7,5,4,2,2,0,2,16
FL813,2,0,0,4,0,6,13,6,6,129,2,0,11,6
FL814,0,0,0,0,0,0,57,0,0,0,0,0,6,11
FL815,0,0,0,0,0,0,22,3,4,1,3,2,0,14
FL816,0,0,0,0,0,0,0,0,0,0,0,0,24,5
FL817,0,0,0,0,0,0,0,0,0,0,0,0,13,4
FL818,0,0,0,0,0,0,34,3,0,3,0,0,3,3
FL819,0,3,0,0,0,0,9,2,4,2,3,0,13,2
FL820,0,0,0,0,0,1,20,1,3,0,0,0,2,4
FL821,0,0,2,0,2,2,7,1,9,4,3,3,0,0
FL822,0,0,0,0,0,0,0,0,0,2,1,0,2,0
FL823,0,0,0,0,0,0,12,2,0,127,1,0,11,8
FL824,0,0,0,0,0,2,1,0,0,0,0,8,20,9
FL825,0,2,0,0,0,2,6,4,0,1,0,3,12,12
FL826,5,4,0,2,2,0,12,2,6,3,4,0,0,13
FL827,0,0,0,0,0,0,0,2,0,0,0,4,0,2
FL828,0,0,0,0,0,2,1,5,3,1,0,0,0,10
FL829,2,4,0,0,0,0,7,5,5,0,3,0,8,22
FL830,0,4,0,0,0,0,5,3,8,0,0,0,31,2
FL831,4,0,0,0,0,0,0,1,3,126,2,4,2,13
FL832,0,0,0,0,0,0,0,0,0,0,0,0,5,53
FL833,4,2,0,0,0,2,5,3,0,6,0,2,24,4
FL834,0,0,0,0,0,0,0,0,0,0,2,2,0,0
FL835,2,0,1,0,0,2,0,7,15,10,11,2,4,97
FL836,0,2,3,0,0,0,0,0,2,2,0,0,0,15
FL837,0,0,0,0,0,0,0,0,0,0,0,2,0,3
CO431,12,10,18,2,3,10,71,73,24,185,0,2,9,83
CO432,39,26,58,17,24,14,141,87,43,449,8,0,19,305
FL838,0,0,0,0,0,0,0,0,0,0,0,0,5,45
FL839,0,0,0,0,0,0,0,0,0,0,0,0,6,0
FL840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL843,0,0,0,0,0,0,0,0,2,0,0,0,0,6
FL844,0,0,0,0,0,0,0,0,1,0,0,0,0,2
CO344b,0,0,0,0,0,2,0,1,0,0,0,0,0,6
CO8b,0,0,0,0,0,0,29,0,11,16,0,0,0,0
FL585b,0,0,1,0,0,0,1,2,1,129,2,0,2,10
FL833b,2,0,5,0,0,0,4,2,0,0,1,0,0,8
FL799b,3,0,0,2,2,2,6,85,6,0,0,3,8,11
FL79b,0,0,0,0,0,0,2,2,0,0,0,0,0,3
FL845,0,0,0,0,0,0,0,0,0,0,1,0,0,48
FL846,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FL847,0,0,0,0,0,0,0,0,0,0,0,1,12,0
FL848,0,0,0,0,0,0,4,0,0,2,0,0,0,9
